<<<<<<< HEAD
"sum_cost","num_fire_incd","num_prop_sales","num_streets","num_walk_scores","num_reports","num_near_misses","median_sale_price.imputed","max_sale_price.imputed","mean_walk_score.imputed","min_walk_score.imputed","max_walk_score.imputed","sum_lane_cnt.imputed","sum_width.imputed","sum_area.imputed","categoryagricultural","categorycommercial","categoryindustrial","categorypublicly.owned","categorypublic.utilities","categoryresidential"
0,0,13,0,1,0,0,113000,150000,38,38,38,53,563,284640,0,0,0,0,0,1
0,0,0,18,0,0,0,82700,323000,46,44,48,66,715,591534,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,10,46,1,0,0,238725,272500,17,17,17,138,1262,1134571,0,0,0,0,0,1
0,0,36,53,3,0,0,222000,285000,8,2,20,159,1434,812836,0,0,0,0,0,1
0,0,30,67,0,0,0,150000,222000,46,44,48,189,1891,951750,0,0,0,0,0,1
0,0,21,46,0,0,0,69100,8475000,46,44,48,145,1276,703988,0,0,0,0,0,1
0,0,72,25,3,0,0,78500,113500,24.3333333333333,11,31,72,625,402856,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,3,25,8921,NA,NA,NA,NA,NA,NA
0,0,1,5,1,0,0,209000,209000,9,9,9,10,120,43190,0,0,0,0,0,1
0,0,86,11,0,0,0,87250,226600,46,44,48,31,285,104684,0,0,0,0,0,1
0,0,48,64,3,1,0,132600,380000,38,35,44,150,1570,1160696,0,0,0,0,0,1
0,0,21,8,0,2,0,127000,152500,46,44,48,23,193,163388,0,0,0,0,0,1
0,0,21,3,2,0,0,145000,295000,42,42,42,6,60,43101,0,0,0,0,0,1
0,0,5,8,2,3,0,122500,132400,56,56,56,27,260,115314,0,0,0,0,0,1
0.304,0,2,0,0,0,0,230300,270000,46,44,48,53,563,284640,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,1,0,0,0,82700,323000,46,44,48,4,37,34871,NA,NA,NA,NA,NA,NA
0,0,15,16,1,0,0,122500,233900,86,86,86,33,315,134972,0,0,0,0,0,1
0.304,0,24,22,1,0,0,238500,279000,22,22,22,66,616,653422,0,0,0,0,0,1
0,0,84,41,3,4,0,185875,279000,13.6666666666667,11,17,122,1073,583695,0,0,0,0,0,1
0,0,1,14,0,0,0,286000,286000,46,44,48,31,339,232950,0,0,0,0,0,1
0,0,72,23,1,0,0,78000,285000,64,64,64,69,628,208551,0,0,0,0,0,1
0,0,38,3,1,0,0,85375,185000,42,42,42,9,79,25593,0,0,0,0,0,1
0,0,26,4,1,0,0,84000,159000,42,42,42,9,100,49407,0,0,0,0,0,1
0,0,5,32,2,0,0,90000,241715,33.5,28,39,64,644,123628,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,23,10,1,0,0,122500,203000,52,52,52,30,250,212360,0,0,0,0,0,1
0,0,35,83,1,3,0,140900,180500,33,33,33,256,2152,1719337,0,0,0,0,0,1
0,0,28,14,0,2,0,152700,1300000,46,44,48,37,352,223702,0,1,0,0,0,0
10.082,0,12,34,0,0,0,147700,1300000,46,44,48,80,897,346180,0,0,0,0,0,1
0,0,23,55,2,0,0,175000,365500,51.5,45,58,110,1320,951257,0,0,0,0,0,1
0,0,4,1,0,0,0,182000,265000,46,44,48,2,24,22962,0,0,0,0,0,1
0,0,13,5,0,0,0,135500,325000,46,44,48,18,161,76717,0,0,0,0,0,1
0,0,24,14,1,2,0,117750,237000,52,52,52,28,224,197474,0,0,0,0,0,1
0,0,34,0,2,0,0,212800,286000,1,1,1,53,563,284640,0,0,0,0,0,1
0,0,64,1,2,0,0,170000,282000,11,11,11,3,26,17726,0,0,0,0,0,1
0,0,37,77,2,0,0,227000,282000,8.5,8,9,213,1966,2269928,0,0,0,0,0,1
1.103,0,70,16,0,0,0,68250,604000,46,44,48,48,456,156768,0,0,0,0,0,1
0,0,46,35,1,1,0,60000,207650,59,59,59,86,955,515300,0,0,0,0,0,1
0,0,53,21,0,0,0,56000,169500,46,44,48,62,687,200725,0,0,0,0,0,1
0.304,0,23,74,1,7,0,22500,4425000,33,33,33,115,3660,231305,0,0,0,0,0,1
0.304,0,33,28,1,0,0,19264,215000,44,44,44,78,695,390755,0,0,0,0,0,1
0,0,26,2,3,0,0,135000,183000,41.3333333333333,38,43,4,34,22404,0,0,0,0,0,1
0,0,21,46,0,0,0,115000,229077,46,44,48,82,749,591620,0,0,0,0,0,1
0,0,5,14,1,2,0,155000,313000,42,42,42,14,140,223748,0,0,0,0,0,1
0,0,17,2,0,0,0,145000,240000,46,44,48,4,32,14427,0,0,0,0,0,1
0,0,17,15,1,1,0,195000,407500,56,56,56,28,340,219751,0,0,0,0,0,1
0,0,29,73,0,0,0,168000,293945,46,44,48,150,1441,950953,0,0,0,0,0,1
0,0,2,4,1,0,0,158250,175000,71,71,71,7,71,39557,0,0,0,0,0,1
0,0,27,20,1,0,0,120000,1300000,68,68,68,66,616,306517,0,0,0,0,0,1
0,0,14,0,1,1,0,124500,14177548,60,60,60,53,563,284640,0,0,0,0,0,1
0,0,2,1,0,0,0,214000,228000,46,44,48,3,25,9369,0,0,0,0,0,1
0,0,11,18,2,0,0,113400,285000,13,8,18,54,450,414990,0,0,0,0,0,1
0,0,13,34,0,2,0,152500,223500,46,44,48,102,850,611598,0,0,0,0,0,1
0,0,0,3,0,0,0,82700,323000,46,44,48,9,77,73632,NA,NA,NA,NA,NA,NA
10.386,0,42,11,1,0,0,89950,201000,65,65,65,28,275,67324,0,0,0,0,0,1
0.304,0,70,13,1,0,0,84000,983167,62,62,62,27,290,114934,0,0,0,0,0,1
0,0,61,68,0,2,0,96000,170000,46,44,48,116,1173,315183,0,0,0,0,0,1
0,0,18,47,2,1,0,94500,6e+06,48,47,49,91,1090,674471,0,0,0,0,0,1
0.608,0,43,35,1,0,0,37500,308800,54,54,54,84,763,177963,0,0,0,0,0,1
0,0,27,35,1,0,0,32820,145100,52,52,52,85,827,221914,0,0,0,0,0,1
0,0,18,9,1,0,0,204125,3e+05,23,23,23,20,221,131513,0,0,0,0,0,1
0,0,33,16,0,0,0,137900,215000,46,44,48,32,345,150306,0,0,0,0,0,1
0,0,27,2,1,0,0,144900,185000,46,46,46,3,35,33297,0,0,0,0,0,1
0,0,39,9,0,0,0,140500,1200000,46,44,48,24,213,148035,0,0,0,0,0,1
0,0,26,33,0,4,0,117539,639736,46,44,48,43,533,260222,0,0,0,0,0,1
0,2,24,69,1,0,0,136000,175000,7,7,7,206,2058,699213,0,0,0,0,0,1
1.407,4,24,9,1,0,0,142450,285000,6,6,6,28,299,118906,0,0,0,0,0,1
1.407,0,33,27,1,0,0,92000,4375000,71,71,71,101,940,530461,0,0,0,0,0,1
0.141,0,27,9,2,4,0,67900,425000,38.5,7,70,17,163,41584,0,0,0,0,0,1
0,0,20,14,1,0,0,132250,162500,66,66,66,29,345,104213,0,0,0,0,0,1
0,0,4,10,0,0,0,188350,226000,46,44,48,28,250,171518,0,0,0,0,0,1
0,0,22,7,2,0,0,154500,257000,3,3,3,17,175,88953,0,0,0,0,0,1
0,0,13,24,1,0,0,137000,205000,25,25,25,48,600,498144,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,34,17,2,0,0,76750,1400000,66.5,65,68,41,394,128960,0,0,0,0,0,1
0,0,65,79,2,0,0,85500,866200,29.5,6,53,161,1541,354129,0,0,0,0,0,1
0,0,15,34,0,1,0,72040,170433,46,44,48,68,747,179478,0,0,0,0,0,1
0,0,32,23,3,0,0,50000,2350000,55.6666666666667,53,57,45,423,117107,0,0,0,0,0,1
0,2,33,65,1,0,0,75000,545000,55,55,55,105,1152,268628,0,0,0,0,0,1
0,0,36,13,54,0,0,34050,689598,47,6,60,34,352,89401,0,0,0,0,0,1
0,0,34,21,2,0,0,32500,420000,48,45,51,47,454,147934,0,0,0,0,0,1
0.304,0,3,0,0,0,0,8035000,8035000,46,44,48,53,563,284640,0,1,0,0,0,0
0,0,14,28,2,0,0,341250,415000,18.5,15,22,56,676,537886,0,0,0,0,0,1
0,0,12,58,0,0,0,129000,180000,46,44,48,128,1454,511042,0,0,0,0,0,1
0,0,50,28,3,0,0,116950,199928,42.3333333333333,41,44,44,542,325610,0,0,0,0,0,1
0,0,43,17,1,1,0,118250,195000,49,49,49,34,276,181792,0,0,0,0,0,1
1.103,22,25,13,1,5,0,124000,176000,36,36,36,23,201,110821,0,0,0,0,0,1
1.103,0,39,73,2,3,0,116000,168000,70.5,67,74,76,1012,705315,0,0,0,0,0,1
0,0,22,27,1,2,0,174500,580000,73,73,73,78,756,152411,0,1,0,0,0,0
21.571,0,22,55,1,6,0,109050,4957000,73,73,73,195,2001,398249,0,0,0,0,0,1
0,0,27,28,1,0,4,111000,1050000,73,73,73,76,703,284539,0,0,0,0,0,1
0.304,0,12,2,0,0,0,151000,875000,46,44,48,10,100,97982,0,1,0,0,0,0
0,0,32,80,1,2,0,178000,3595000,49,49,49,305,2825,1163940,0,0,0,0,0,1
0,0,31,53,1,0,0,147500,2083000,13,13,13,244,2376,1633850,0,0,0,0,0,1
0,0,41,45,0,0,0,134000,179900,46,44,48,132,1125,1427235,0,0,0,0,0,1
0,0,27,58,1,0,0,140000,203000,13,13,13,162,1450,1597914,0,0,0,0,0,1
0,0,2,1,0,1,0,43750,50000,46,44,48,2,17,5070,0,0,0,0,0,1
0,0,31,8,0,0,0,67900,630941,46,44,48,23,261,188467,0,0,0,0,0,1
0,0,79,15,3,1,0,47900,175500,54.6666666666667,53,58,40,699,135765,0,0,0,0,0,1
0,0,49,23,0,0,0,45205,254000,46,44,48,50,510,123118,0,0,0,0,0,1
0,0,17,12,1,0,0,125000,473750,63,63,63,31,301,113846,0,1,0,0,0,0
0,2,42,54,3,0,0,21763,866200,67.6666666666667,65,69,123,1305,367620,0,0,0,0,0,1
0,0,46,9,1,0,0,25667,843200,61,61,61,22,227,52366,0,0,0,0,0,1
0,0,0,21,0,0,0,82700,323000,46,44,48,24,268,98454,NA,NA,NA,NA,NA,NA
1.103,0,37,11,2,1,0,126000,168500,30.5,28,33,30,304,139331,0,0,0,0,0,1
0,0,54,9,1,2,0,124500,192000,31,31,31,28,281,198243,0,0,0,0,0,1
0,0,37,12,0,0,0,115800,1815625,46,44,48,32,315,111322,0,0,0,0,0,1
0.282,9,26,155,2,0,0,123250,1750000,65,65,65,316,2849,1626351,0,0,0,0,0,1
0,0,25,8,2,0,0,80000,235625,67,65,69,27,249,82041,0,0,0,0,0,1
0,0,23,8,1,4,0,60000,2650000,73,73,73,30,288,77014,0,0,0,0,0,1
0,0,3,42,1,0,0,155000,162000,73,73,73,148,1589,302142,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,14,58,1,3,0,159200,245000,34,34,34,116,1450,516399,0,0,0,0,0,1
0,0,11,66,1,0,0,146000,175000,33,33,33,216,2427,2263932,0,0,0,0,0,1
0,0,16,43,1,2,0,118500,151000,23,23,23,235,2444,2267040,0,0,0,0,0,1
0,0,22,9,2,0,0,136450,184000,16.5,3,30,24,225,88676,0,0,0,0,0,1
0,0,35,16,1,0,0,54000,1400000,52,52,52,32,397,263338,0,0,0,0,0,1
0,0,41,10,0,0,0,50000,1400000,46,44,48,30,301,138548,0,0,0,0,0,1
0,0,35,7,0,0,0,49500,207000,46,44,48,22,226,87641,0,0,0,0,0,1
0,0,56,32,1,19,0,30000,843200,69,69,69,68,683,151990,0,0,0,0,0,1
0.304,0,26,14,1,0,0,27787.5,105000,71,71,71,28,285,82336,0,0,0,0,0,1
10.082,0,23,24,2,0,0,27900,217000,72,71,73,63,650,169768,0,0,0,0,0,1
0,0,56,16,3,0,0,27000,138000,63.6666666666667,59,66,37,415,123622,0,0,0,0,0,1
0,0,24,54,2,0,0,33472.5,2e+07,58,57,59,99,833,243321,0,0,0,0,0,1
1.103,0,31,18,2,0,0,121000,233000,21.5,15,28,46,479,195792,0,0,0,0,0,1
0,0,54,66,2,0,0,134750,182500,28.5,25,32,132,1605,685999,0,0,0,0,0,1
0,0,44,37,3,0,0,106375,2325000,27,4,40,41,529,246718,0,0,0,0,0,1
0,0,24,51,1,0,0,63500,180000,25,25,25,51,663,586857,0,0,0,0,0,1
0,0,5,1,0,0,0,95000,185000,46,44,48,2,17,17707,0,0,0,0,0,1
2.206,0,28,22,0,0,0,82700,1715057,46,44,48,44,528,309848,0,0,0,0,0,1
1.103,0,70,21,3,0,0,136000,738000,43,38,53,44,506,146934,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,9,0,0,0,197000,229900,46,44,48,23,225,67117,0,0,0,0,0,1
0,0,14,29,1,0,0,180000,260000,29,29,29,73,725,411004,0,0,0,0,0,1
0,0,0,19,0,0,0,82700,323000,46,44,48,114,1178,1252252,NA,NA,NA,NA,NA,NA
0.304,0,37,6,1,0,0,69900,232500,53,53,53,12,139,45432,0,0,0,0,0,1
0,0,83,13,2,1,0,35700,983167,44.5,43,46,42,412,113321,0,0,0,0,0,1
0,0,13,7,1,1,0,21000,163500,67,67,67,23,234,62196,0,0,0,0,0,1
0,0,36,24,1,1,0,36000,153000,67,67,67,80,774,144142,0,0,0,0,0,1
0,0,28,11,0,3,0,46600,350000,46,44,48,36,341,111651,0,0,0,0,0,1
2.015,0,54,32,8,2,0,31822.5,5e+05,65.5,12,74,92,984,249206,0,0,0,0,0,1
1.103,0,53,12,0,0,0,24000,383541,46,44,48,34,356,86685,0,0,0,0,0,1
0,0,55,133,0,0,0,41000,2e+07,46,44,48,313,3268,929929,0,0,0,0,0,1
0,0,5,1,0,7,0,175000,538000,46,44,48,2,24,12711,0,0,0,0,0,1
0,0,4,32,0,0,0,155000,160000,46,44,48,33,458,334903,0,0,0,0,0,1
0,0,30,52,2,0,0,153000,615000,28,24,32,59,746,347527,0,0,0,0,0,1
0,0,12,35,0,0,0,143200,615000,46,44,48,62,524,247228,0,0,0,0,0,1
0,0,26,47,3,3,0,128250,230000,43,39,48,94,1091,605979,0,0,0,0,0,1
0,0,65,33,2,6,0,114900,185000,44.5,41,48,68,794,392087,0,0,0,0,0,1
0,0,22,4,2,0,0,128250,157500,51,49,53,8,96,69403,0,0,0,0,0,1
0,0,20,4,0,0,0,120200,160000,46,44,48,8,98,42438,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,76,2,0,0,170350,210000,23.5,23,24,226,2339,2827532,0,0,0,0,0,1
0,0,33,7,1,0,0,38000,1400000,52,52,52,11,130,52887,0,0,0,0,0,1
0,1,44,12,0,3,0,40000,130000,46,44,48,39,410,149602,0,0,0,0,0,1
0,0,47,16,2,0,0,46000,383541,65,62,68,48,490,155553,0,0,0,0,0,1
0,0,48,78,0,1,0,17951.5,866200,46,44,48,181,1816,724989,0,0,0,0,0,1
1.407,0,21,71,0,1,0,43000,179900,46,44,48,167,1654,516857,0,0,0,0,0,1
0,4,33,41,7,0,0,38000,1540000,68,43,74,86,760,325042,0,0,0,0,0,1
0.304,0,59,39,0,0,0,25150,181500,46,44,48,104,962,457480,0,0,0,0,0,1
0,0,39,20,1,2,0,30000,132000,50,50,50,40,399,257452,0,0,0,0,0,1
0,0,2,4,0,0,0,419510,471020,46,44,48,4,52,56688,0,0,0,0,0,1
0,0,16,5,1,0,0,117650,180000,19,19,19,5,53,19328,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,13,0,0,0,168000,440000,46,44,48,26,221,611897,0,0,0,0,0,1
0,0,2,21,0,0,0,191000,197000,46,44,48,43,505,210329,0,0,0,0,0,1
0,0,47,60,2,4,0,114500,192000,27,27,27,139,1516,814968,0,0,0,0,0,1
0,0,25,41,1,4,0,112500,210000,26,26,26,97,1014,417898,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,27,2,0,0,82700,323000,33,33,33,98,917,1209342,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,42,9,3,0,0,107250,217500,56.3333333333333,55,57,16,200,105169,0,0,0,0,0,1
0,0,62,9,1,0,0,55460,287500,57,57,57,24,266,124535,0,0,0,0,0,1
0,0,27,10,2,0,0,124900,248000,32,6,58,24,253,109900,0,0,0,0,0,1
0,0,51,81,5,1,0,39900,225000,63.4,54,68,160,1580,516697,0,0,0,0,0,1
0.445,0,17,15,1,0,0,44000,888044,72,72,72,38,370,153384,0,0,0,0,0,1
1.031,0,53,30,1,0,0,56150,650000,73,73,73,82,802,490983,0,0,0,0,0,1
0,0,33,21,1,0,0,54000,383541,61,61,61,47,474,412964,0,0,0,0,0,1
0,0,38,12,1,0,0,45350,689598,54,54,54,33,334,94535,0,0,0,0,0,1
0,0,0,5,0,0,0,82700,323000,46,44,48,5,55,44750,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,3,18,0,0,0,490900,615000,46,44,48,36,306,847242,0,0,0,0,0,1
0,0,3,8,0,0,0,156250,325000,46,44,48,16,136,376552,0,0,0,0,0,1
0,0,0,1,0,0,0,82700,323000,46,44,48,3,28,14406,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,2,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,28,14,2,0,0,127000,1400000,57,57,57,30,338,126698,0,0,0,0,0,1
0,0,21,7,1,0,0,80000,210000,55,55,55,24,247,84189,0,0,0,0,0,1
0,0,27,14,3,0,0,177400,1710000,53,53,53,39,363,135673,0,0,0,0,0,1
0,0,33,14,4,0,0,38100,843200,57.75,54,60,35,351,157486,0,0,0,0,0,1
0,0,0,16,0,0,0,82700,323000,46,44,48,33,387,88940,NA,NA,NA,NA,NA,NA
0.304,0,20,4,1,0,0,131500,1920627,61,61,61,12,136,94546,0,0,0,0,0,1
0,0,13,5,1,0,0,32000,100100,61,61,61,13,140,45654,0,0,0,0,0,1
0,0,10,1,1,0,0,52500,106000,48,48,48,2,20,11089,0,0,0,0,0,1
0,0,3,59,1,0,0,557000,557000,9,9,9,59,649,528050,0,0,0,0,0,1
0,0,7,39,0,0,0,212000,615000,46,44,48,78,663,1835691,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,3,20,0,0,0,55000,4425000,46,44,48,27,272,112497,0,0,0,0,0,1
0,0,0,6,0,0,0,82700,323000,46,44,48,24,226,119536,NA,NA,NA,NA,NA,NA
0,0,27,29,1,0,0,152500,226200,58,58,58,90,846,308652,0,0,0,0,0,1
0,0,25,22,0,0,0,135000,290000,46,44,48,77,809,466749,0,0,0,0,0,1
0,0,0,3,0,0,0,82700,323000,46,44,48,9,75,31527,NA,NA,NA,NA,NA,NA
0,0,12,2,1,0,0,232825,295000,53,53,53,4,50,46038,0,0,0,0,0,1
0,0,0,15,0,0,0,82700,323000,46,44,48,45,465,615885,NA,NA,NA,NA,NA,NA
0,0,16,4,0,0,0,465000,1280000,46,44,48,18,189,139904,0,1,0,0,0,0
0,0,0,2,0,0,0,82700,323000,46,44,48,15,147,61256,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
1.103,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,6,19,0,0,0,37000,94400,46,44,48,52,509,386569,0,0,0,0,0,1
0,0,5,7,0,0,0,225000,380000,46,44,48,14,125,159053,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,4,39,0,0,0,255000,1100000,46,44,48,95,2928,573666,0,1,0,0,0,0
0,0,4,22,0,3,0,187500,215000,46,44,48,95,910,212323,0,1,0,0,0,0
0,0,0,7,0,0,0,82700,323000,46,44,48,14,152,120356,NA,NA,NA,NA,NA,NA
0,0,2,12,0,1,0,2550000,4200000,46,44,48,24,272,237128,0,0,1,0,0,0
0,0,5,41,0,0,0,783000,10610000,46,44,48,151,1417,684261,0,1,0,0,0,0
1.103,0,5,8,0,0,0,940000,6350000,46,44,48,49,482,258766,0,1,0,0,0,0
0,0,3,19,0,1,0,180000,193000,46,44,48,55,614,272982,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
0,0,1,18,1,0,0,1e+05,1e+05,23,23,23,40,441,441941,0,0,0,0,0,1
0,0,0,29,0,0,0,82700,323000,46,44,48,116,1073,1313033,NA,NA,NA,NA,NA,NA
0,0,1,11,0,0,0,59000,59000,46,44,48,22,231,317372,0,0,0,0,0,1
1.103,0,35,22,1,0,0,44000,260000,24,24,24,44,516,302318,0,0,0,0,0,1
0,0,74,17,0,0,0,47000,148000,46,44,48,37,373,213290,0,0,0,0,0,1
0,0,0,0,0,0,0,82700,323000,46,44,48,53,563,284640,NA,NA,NA,NA,NA,NA
